StoryHeight,lat,lon,wayid,sunlight(hours),roofsize(sqft),avg_elec_bill,recommended_panel,recommended_sqft,height
1,42.2914168,-71.4331136,213264323,1357,1004,100,5 kW,352,
1,42.3126146,-71.4827392,213272896,1128,1128,100,6.5 kW,458,
2,42.3141247,-71.4651391,213271158,1307,1339,100,5 kW,352,
1.5,42.3141394,-71.4337165,213264495,1111,493,100,7 kW,493,
1,42.3088648,-71.4079735,213253335,1348,1216,100,5 kW,352,
1,42.2759608,-71.4395143,213266273,1462,1427,100,4.5 kW,317,
1,42.2854271,-71.4783798,213272246,1214,1568,100,5.5 kW,388,
1,42.295215,-71.4085533,213253780,1330,3013,100,5 kW,352,
1,42.2989701,-71.4092027,213253977,1361,3312,100,4.75 kW,335,
2,42.3090666,-71.4049584,213252007,1199,705,100,5.75 kW,405,
1,42.2760026,-71.4008301,213250206,1437,740,100,4.75 kW,335,
2,42.2868066,-71.4108958,213254820,1466,705,100,4.5 kW,317,
1,42.2858863,-71.4442433,213267714,1413,1180,100,4.75 kW,335,
1.75,42.2732015,-71.4005517,213250121,1235,810,100,6.25 kW,440,
2.25,42.2883642,-71.4058629,213252284,1475,1321,100,4.5 kW,317,
1,42.2728198,-71.4385403,213266063,1127,793,100,6.25 kW,440,
4,42.2989955,-71.4490383,213268733,1382,4686,100,4.75 kW,335,
2,42.2628855,-71.4206427,213259700,1113,1198,100,6.25 kW,440,
2,42.2927147,-71.4549126,213269854,1298,1392,100,5.25 kW,370,
1,42.3068699,-71.4078343,213253282,1174,1128,100,5.75 kW,405,
1,42.3091798,-71.4004706,213250126,1141,476,100,6.5 kW,458,
1.75,42.2868911,-71.4080663,213253418,1456,511,100,5 kW,352,
1,42.3040838,-71.4158589,213257751,1371,1251,100,4.75 kW,335,
1,42.3140101,-71.4821827,213272813,1371,951,100,5.25 kW,370,
2,42.2967797,-71.4493934,213268877,1408,1709,100,4.75 kW,335,
1,42.3025665,-71.4170186,213258097,1374,1462,100,4.75 kW,335,
1,42.3083117,-71.4086693,213253788,1342,1480,100,5 kW,352,
1,42.2896834,-71.4624832,213270984,1020,669,100,6.75 kW,476,
2,42.274866,-71.420249,213259576,1415,5338,100,4.5 kW,317,
2,42.289104,-71.4842464,213273070,1401,1674,100,4.75 kW,335,
2,42.2842014,-71.4108958,213254802,1444,863,100,4.75 kW,335,
1.5,42.2712379,-71.433531,213264449,1297,211,100,3 kW,211,
1,42.3067999,-71.4116379,213255186,1226,1286,100,5.5 kW,388,
1,42.2891312,-71.4091099,213254072,1398,3048,100,4.75 kW,335,
1.75,42.2774484,-71.4381692,213265927,1349,828,100,5 kW,352,
1.75,42.2672168,-71.4368705,213265523,1334,1092,100,5 kW,352,
1,42.3034826,-71.4862173,213273251,1218,1269,100,5.5 kW,388,
1,42.287558,-71.423837,213261623,1168,1445,100,5.75 kW,405,
2.5,42.2727745,-71.4195697,213259171,1459,1057,100,4.5 kW,317,
1,42.2596727,-71.4233732,213261537,1459,1903,100,4.5 kW,317,
1.75,42.2831775,-71.4156734,213257590,1413,810,100,5 kW,352,
1,42.3160807,-71.4446626,213267777,1251,1709,100,5.25 kW,370,
2.5,42.2868866,-71.4149313,213257416,1419,810,100,4.75 kW,335,
1.5,42.2882869,-71.410906,213254806,1309,793,100,5.5 kW,388,
1,42.3098095,-71.4100608,213254412,1357,669,100,5.25 kW,370,
2,42.2782993,-71.4532893,213269530,1023,1691,100,6.75 kW,476,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
1,42.3110681,-71.4770349,213272152,1327,1110,100,5 kW,352,
2,42.2681107,-71.4207873,213259764,1484,599,100,5.25 kW,370,
1,42.3002735,-71.4233268,213261509,941,88,100,1.25 kW,88,
1,42.2712238,-71.4116379,213255202,1252,176,100,2.5 kW,176,
2,42.3009836,-71.4237906,213261643,1321,863,100,5.25 kW,370,
2,42.3057332,-71.4517588,213269291,1168,987,100,5.75 kW,405,
1,42.315272,-71.4082518,213253591,1321,1286,100,5 kW,352,
1,42.3022041,-71.4184101,213258595,1288,1339,100,5.25 kW,370,
2,42.3000769,-71.4207061,213259706,1269,1022,100,6 kW,423,
1.5,42.2833848,-71.4085185,213253740,1206,423,100,6 kW,423,
1.75,42.2843686,-71.4410449,213266941,1260,1145,100,5.25 kW,370,
1.9,42.284821,-71.409539,213254221,1298,247,100,3.5 kW,247,
1,42.3137506,-71.4056078,213252255,1397,987,100,4.75 kW,335,
2.5,42.2826428,-71.4072545,213252941,1397,1392,100,4.75 kW,335,
1,42.2749248,-71.4382156,213265934,1363,1022,100,5 kW,352,
1,42.3032352,-71.4190131,213258869,1111,987,100,6.25 kW,440,
1,42.2749973,-71.4515732,213269236,970,969,100,7.25 kW,511,
2.5,42.273097,-71.43107,213263819,1427,1198,100,4.75 kW,335,
2,42.3076351,-71.4108494,213254833,1310,1004,100,5.25 kW,370,
1.75,42.3102473,-71.3942431,213248648,1272,1269,100,5.5 kW,388,
2,42.3105217,-71.4695218,213271445,1356,1198,100,5 kW,352,
2,42.2858245,-71.425043,213262095,1482,669,100,4.75 kW,335,
1,42.3080938,-71.4104783,213254665,1240,1039,100,5.5 kW,388,
2,42.2869826,-71.408391,213253635,1462,758,100,4.5 kW,317,
1,42.3050444,-71.4278259,213263066,1368,1057,100,5 kW,352,
1.75,42.3121226,-71.4005517,213250123,1182,846,100,6.5 kW,458,
4,42.2759401,-71.4263649,213262420,1426,9250,100,4.5 kW,317,
2.5,42.2858594,-71.419245,213258964,1427,1022,100,4.75 kW,335,
1,42.285587,-71.4084869,213253722,1287,740,100,5.75 kW,405,
2,42.2852081,-71.4237938,213261630,1450,1075,100,4.75 kW,335,
1,42.269767,-71.414251,213257009,1389,7224,100,4.75 kW,335,
2,42.2695885,-71.4396998,213266288,1415,1409,100,4.75 kW,335,
2,42.3135544,-71.4286608,213263292,1270,899,100,6.25 kW,440,
2,42.2878308,-71.4223527,213260744,1379,705,100,5 kW,352,
2,42.2613273,-71.4235819,213261573,1419,2537,100,4.5 kW,317,
1,42.3074933,-71.4086693,213253765,1166,1286,100,6 kW,423,
2.5,42.2822044,-71.4105827,213254690,1421,1057,100,4.5 kW,317,
1,42.3110172,-71.4030566,213250999,1047,669,100,6.75 kW,476,
1,42.2762855,-71.4515964,213269243,1157,317,100,4.5 kW,317,
2,42.2737321,-71.4008301,213250170,1392,1128,100,4.75 kW,335,
1,42.2766186,-71.437659,213265824,1166,1163,100,5.75 kW,405,
1,42.2803737,-71.4054751,213252180,1375,1480,100,5.25 kW,370,
1.5,42.3042134,-71.4046337,213251779,1247,687,100,5.75 kW,405,
1.5,42.2934489,-71.442042,213267206,1375,1304,100,5 kW,352,
1.75,42.3161706,-71.4282898,213263197,1212,546,100,6 kW,423,
1,42.2870407,-71.4398853,213266383,1424,1039,100,5.25 kW,370,
1,42.3093492,-71.4573707,213270207,1324,1409,100,5.25 kW,370,
1,42.2779727,-71.4499963,213269021,1009,934,100,6.75 kW,476,
1,42.2825293,-71.4398389,213266374,1446,987,100,4.75 kW,335,
2,42.3039766,-71.4677595,213271363,1325,1462,100,5.25 kW,370,
1,42.2690779,-71.416833,213258094,1095,247,100,3.5 kW,247,
1.75,42.2869131,-71.4090867,213253974,1231,529,100,5.75 kW,405,
2,42.271379,-71.429344,213263384,1440,863,100,5 kW,352,
1.75,42.3104278,-71.4197552,213259262,1225,1110,100,5.5 kW,388,
1,42.3099965,-71.4735103,213271772,1290,881,100,5.75 kW,405,
2,42.2998296,-71.454843,213269832,1344,1357,100,5 kW,352,
1,42.2892483,-71.4239298,213261653,1375,1392,100,4.75 kW,335,
2,42.2719991,-71.4204974,213259619,1311,211,100,3 kW,211,
1,42.3028369,-71.4195233,213259119,1050,669,100,7.5 kW,529,
1,42.3091311,-71.453614,213269573,916,476,100,6.75 kW,476,
1,42.2974382,-71.446541,213268331,1399,14429,100,4.5 kW,317,
1,42.2881232,-71.4370097,213265575,913,705,100,9.25 kW,652,
2,42.3115804,-71.4698464,213271459,1509,1691,100,4.25 kW,300,
2,42.3022852,-71.4099312,213254437,1282,669,100,5.25 kW,370,
1,42.3121537,-71.4080663,213253454,1471,1092,100,4.5 kW,317,
1.5,42.2694833,-71.4228166,213261273,1215,687,100,6.5 kW,458,
1,42.3127086,-71.4322787,213264135,1304,810,100,5.25 kW,370,
2,42.2999421,-71.4446949,213267779,1112,476,100,6.75 kW,476,
1,42.3105273,-71.4084605,213253731,1303,775,100,5.5 kW,388,
2.5,42.2883907,-71.415024,213257383,1248,1110,100,5.25 kW,370,
2,42.2711249,-71.4162184,213257823,1422,581,100,5 kW,352,
1,42.3091003,-71.3940576,213248651,1464,564,100,4.5 kW,317,
1,42.3068037,-71.4515964,213269264,1119,1586,100,6 kW,423,
2,42.2704381,-71.4432248,213267428,1035,863,100,6.75 kW,476,
1,42.3084399,-71.3970608,213249107,1139,934,100,6.25 kW,440,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
1.5,42.2716442,-71.4364067,213265380,1227,352,100,5 kW,352,
1,42.2749756,-71.4380185,213265885,1237,493,100,6.5 kW,458,
2,42.2670119,-71.4185029,213258689,1066,458,100,6.5 kW,458,
1,42.3141266,-71.4794233,213272323,1071,581,100,7.75 kW,546,
1,42.3132846,-71.4154879,213257593,1302,1039,100,5.25 kW,370,
1,42.3041812,-71.4148849,213257355,1364,1251,100,4.75 kW,335,
1,42.3128028,-71.477174,213272160,1329,987,100,5.5 kW,388,
1,42.289233,-71.4453259,213267916,1470,863,100,4.75 kW,335,
2,42.2864306,-71.4233268,213261488,1364,581,100,5.25 kW,370,
1.5,42.29694,-71.4387722,213266075,1463,951,100,4.5 kW,317,
1,42.2996339,-71.4190595,213258897,1432,1004,100,4.5 kW,317,
2,42.3050879,-71.4287536,213263298,1392,1163,100,5 kW,352,
2,42.270397,-71.4369633,213265539,1427,1039,100,4.75 kW,335,
2,42.2903163,-71.4512486,213269191,1422,1286,100,4.75 kW,335,
2,42.273606,-71.4203118,213259537,1465,1145,100,4.75 kW,335,
1,42.313753,-71.4038452,213251465,1182,1128,100,6 kW,423,
1.75,42.305699,-71.4106175,213254645,1219,969,100,5.5 kW,388,
1,42.3110695,-71.3989282,213249642,1334,1075,100,5 kW,352,
1,42.305312,-71.4659507,213271233,1221,1374,100,5.5 kW,388,
1,42.2781379,-71.450205,213269027,1066,1374,100,6.25 kW,440,
2.25,42.2833597,-71.4118699,213255314,1391,863,100,4.75 kW,335,
2,42.2894145,-71.4166939,213258000,1323,1004,100,5.25 kW,370,
1,42.2778074,-71.4463323,213268206,1129,1022,100,6.5 kW,458,
1,42.2734965,-71.4140963,213256983,1257,969,100,5.25 kW,370,
1,42.3138006,-71.4084605,213253710,1460,1357,100,4.75 kW,335,
1,42.2785669,-71.4120322,213254900,1369,3312,100,4.75 kW,335,
1,42.2956197,-71.4372184,213265683,1475,1180,100,5 kW,352,
1,42.3162465,-71.4438741,213267643,1251,1709,100,5.25 kW,370,
1,42.2785466,-71.4569996,213270164,1308,1004,100,5 kW,352,
2.5,42.273811,-71.4121945,213255424,1426,881,100,4.75 kW,335,
2.5,42.2745961,-71.4137716,213256893,1372,881,100,5.5 kW,388,
1.75,42.2925783,-71.4353863,213265003,1237,388,100,5.5 kW,388,
2,42.3143759,-71.4291247,213263344,1445,1145,100,5.25 kW,370,
1,42.2851624,-71.4120786,213255412,1439,863,100,4.75 kW,335,
1,42.296988,-71.4415087,213267039,1214,1198,100,6.25 kW,440,
1,42.2992946,-71.4902288,213273321,1376,65417,100,4.75 kW,335,
2,42.2896092,-71.4512486,213269224,1195,1762,100,5.5 kW,388,
2,42.260525,-71.423318,213261379,1338,705,100,5.25 kW,370,
2,42.3154588,-71.4597592,213270680,1384,529,100,7.5 kW,529,
2,42.3108321,-71.4137253,213256828,1368,1216,100,4.75 kW,335,
1,42.2904042,-71.4188275,213258766,1134,1445,100,6.25 kW,440,
2,42.295031,-71.4304698,213263639,1519,1216,100,4.25 kW,300,
1,42.3090953,-71.3933618,213248492,1050,581,100,7 kW,493,
1,42.3039654,-71.4265986,213262732,1280,1163,100,5.25 kW,370,
2,42.293874,-71.473232,213271748,941,529,100,7.5 kW,529,
2.5,42.2725084,-71.4308872,213263733,1446,758,100,4.75 kW,335,
2.5,42.2881927,-71.4422184,213267193,1482,722,100,4.75 kW,335,
1.5,42.2949412,-71.443735,213267575,1342,1357,100,5.5 kW,388,
1,42.2920901,-71.4215642,213260407,1038,722,100,6.75 kW,476,
1,42.2911585,-71.4076082,213253076,1131,705,100,6.25 kW,440,
1,42.2735119,-71.4339948,213264573,1421,828,100,4.75 kW,335,
2,42.2945157,-71.434621,213264752,1336,828,100,5.25 kW,370,
2,42.2975544,-71.4305393,213263688,1516,2643,100,4.25 kW,300,
2,42.2673536,-71.4249966,213262036,1391,969,100,5 kW,352,
2.5,42.2746982,-71.4232804,213261474,1528,1145,100,4.25 kW,300,
2,42.294645,-71.4079271,213253317,1450,634,100,5 kW,352,
2.5,42.2881133,-71.4805363,213272448,1153,1216,100,7 kW,493,
1.75,42.269251,-71.3956347,213248906,1029,599,100,8 kW,564,
2,42.2915355,-71.408304,213253614,1451,705,100,4.5 kW,317,
1,42.3129608,-71.4033349,213251072,1349,1427,100,5.25 kW,370,
1,42.3075614,-71.4130759,213256159,1407,1568,100,4.75 kW,335,
1,42.2925937,-71.4410449,213266955,1333,1110,100,5 kW,352,
2,42.3128696,-71.398905,213249701,1447,1004,100,4.5 kW,317,
2,42.2842588,-71.4052367,213252092,1412,1004,100,4.75 kW,335,
1.5,42.3156114,-71.4302842,213263636,1114,775,100,6.5 kW,458,
1,42.3028995,-71.4156734,213257608,1491,1427,100,4.25 kW,300,
2.5,42.2814791,-71.4116559,213255214,1463,388,100,5.5 kW,388,
1,42.276232,-71.4422508,213267221,1128,740,100,6.25 kW,440,
2,42.2659866,-71.4199408,213259265,1497,1251,100,4.25 kW,300,
1.5,42.2611496,-71.4215178,213260433,1335,1251,100,5 kW,352,
1,42.3065428,-71.4078807,213253257,1109,1004,100,6.5 kW,458,
1,42.2865032,-71.4436633,213267630,1267,1198,100,5.75 kW,405,
1,42.2948638,-71.442158,213267217,1423,1427,100,4.75 kW,335,
1,42.3089598,-71.4194305,213259066,912,1409,100,8 kW,564,
2,42.2991598,-71.420451,213259581,1244,951,100,5.75 kW,405,
1.75,42.3137427,-71.4344587,213264731,1187,529,100,6 kW,423,
2,42.3015213,-71.4339021,213264580,1486,3347,100,4.25 kW,300,
1,42.3039875,-71.4148385,213257321,1481,1533,100,4.5 kW,317,
2,42.3018307,-71.4118235,213255227,1112,1269,100,6.25 kW,440,
2,42.28043,-71.4144906,213257097,1459,1586,100,4.5 kW,317,
1,42.2775858,-71.4079503,133183580,1380,22692,100,4.75 kW,335,
2,42.2915775,-71.4260634,213262519,1329,793,100,5 kW,352,
2,42.2722354,-71.4279187,213263073,1383,1004,100,4.75 kW,335,
1,42.3043371,-71.418039,213258478,1216,1374,100,5.5 kW,388,
3,42.2735848,-71.4259706,213262385,1374,1357,100,4.75 kW,335,
1.75,42.293696,-71.4073705,213253051,1167,669,100,7 kW,493,
1,42.3060389,-71.4598288,213270722,1305,1304,100,5.25 kW,370,
1,42.2892483,-71.4239298,213261653,1375,1392,100,4.75 kW,335,
2,42.2833077,-71.4669015,213271292,1437,1198,100,4.5 kW,317,
1,42.2718332,-71.4323599,213264144,1504,581,100,4.5 kW,317,
1,42.2946679,-71.4429558,213267414,1288,1498,100,5.25 kW,370,
2,42.3103261,-71.4703566,213271490,1429,1163,100,4.5 kW,317,
1,42.2841125,-71.4152559,213257474,1273,335,100,4.75 kW,335,
2,42.2972013,-71.4456727,213267982,978,1145,100,7.25 kW,511,
1,42.27246,-71.412965,213256404,1426,863,100,4.75 kW,335,
1,42.3136533,-71.4787044,213272275,1473,1163,100,4.75 kW,335,
1.75,42.2721764,-71.4302379,213263603,1404,634,100,4.75 kW,335,
2,42.3117052,-71.4592258,213270429,1296,740,100,5.25 kW,370,
2,42.2595842,-71.4223991,213260852,914,758,100,8 kW,564,
2,42.2977096,-71.4066747,213252688,1471,705,100,4.75 kW,335,
1,42.2772731,-71.4386794,213266087,1101,1286,100,6 kW,423,
1,42.2693356,-71.425913,213262482,1446,6695,100,4.5 kW,317,
2,42.267635,-71.407773,213253160,1386,9549,100,4.75 kW,335,
2,42.2873845,-71.4041235,213251596,1432,617,100,4.5 kW,317,
2,42.3057347,-71.4221672,213260770,1419,1973,100,4.5 kW,317,
2,42.2608351,-71.4253032,213262190,1333,1815,100,5 kW,352,
1.5,42.2848837,-71.4051904,213252060,1426,564,100,5.5 kW,388,
1,42.2872647,-71.444898,213267847,1425,934,100,5.25 kW,370,
1.75,42.2928557,-71.4323715,213264164,1135,669,100,6.5 kW,458,
1,42.310865,-71.4790523,213272284,1220,1304,100,5.5 kW,388,
1,42.2861469,-71.4442433,213267729,1334,1039,100,5 kW,352,
2.5,42.272006,-71.419075,213258850,1360,1075,100,5 kW,352,
1.75,42.2845437,-71.4509966,213269158,931,405,100,5.75 kW,405,
2,42.3050175,-71.4436886,213267578,1352,899,100,5.25 kW,370,
1,42.3090995,-71.3956692,213248907,1349,951,100,5 kW,352,
2.5,42.2874438,-71.4104783,213254658,1460,1498,100,4.5 kW,317,
1,42.3120409,-71.4089476,213253980,1484,722,100,4.5 kW,317,
2,42.3030473,-71.4123337,213255467,1451,652,100,4.5 kW,317,
2,42.2774733,-71.4533589,213269543,1092,969,100,6.75 kW,476,
1.75,42.2985689,-71.4287072,213263267,1064,529,100,7.5 kW,529,
1,42.3145586,-71.4440132,213267692,1271,1868,100,5.25 kW,370,
1,42.3095698,-71.4035205,213251152,1146,1057,100,6.25 kW,440,
2,42.2855822,-71.4524313,213269416,1161,1022,100,5.75 kW,405,
1,42.3124125,-71.4313974,213263897,1285,793,100,5.75 kW,405,
2,42.312145,-71.4685479,213271407,1372,951,100,5.25 kW,370,
1,42.3139333,-71.3999255,213249972,1482,1462,100,4.5 kW,317,
1,42.313494,-71.4350848,213264896,1236,1198,100,5.5 kW,388,
1,42.3059323,-71.4184565,213258609,1150,1515,100,6 kW,423,
2.5,42.2734621,-71.4123337,213255531,1326,810,100,5.5 kW,388,
1.25,42.2726899,-71.4324178,213264168,1475,1110,100,4.5 kW,317,
2,42.2822078,-71.4695682,213271449,954,758,100,8 kW,564,
1,42.3098926,-71.4758987,213272060,1390,1480,100,5 kW,352,
1,42.3089486,-71.4009228,213250216,1259,1269,100,5.25 kW,370,
1,42.3016723,-71.4178999,213258420,1072,1145,100,6.5 kW,458,
2,42.3117221,-71.4675739,213271356,1396,1868,100,4.75 kW,335,
1,42.2885556,-71.4419401,213267170,1030,1163,100,6.75 kW,476,
1.5,42.28808,-71.4110001,213254858,858,599,100,8.5 kW,599,
2,42.2884465,-71.4231412,213261327,1435,881,100,4.75 kW,335,
1,42.2860612,-71.4821827,213272791,970,2273,100,7 kW,493,
1,42.3071688,-71.4573475,213270202,1111,1533,100,6 kW,423,
1,42.2675577,-71.4310032,213263778,1300,1004,100,5.25 kW,370,
1,42.3077531,-71.4835971,213273009,1374,2167,100,4.75 kW,335,
1.75,42.2691959,-71.4177607,213258388,1478,617,100,4.75 kW,335,
2.5,42.2821141,-71.4179926,213258484,1164,529,100,6 kW,423,
2.25,42.3034947,-71.4103391,213254514,1493,793,100,5.25 kW,370,
2,42.3098662,-71.4128439,213256185,1144,758,100,6.25 kW,440,
1,42.2811189,-71.4461004,213268079,1135,1004,100,5.75 kW,405,
1.75,42.2753048,-71.438262,213265940,1157,476,100,6.75 kW,476,
2,42.2883659,-71.4233268,213261511,1410,564,100,5.25 kW,370,
1,42.3051962,-71.4271766,213262835,1276,863,100,5.5 kW,388,
1,42.2709988,-71.4378909,213265861,1096,1180,100,6.5 kW,458,
2,42.3130448,-71.4719334,213271662,1387,1533,100,4.75 kW,335,
2.5,42.2696472,-71.4173432,213258259,1509,969,100,4.25 kW,300,
1,42.2771665,-71.411893,213255374,1474,4105,100,4.5 kW,317,
1,42.2863635,-71.4721653,213271671,1304,1639,100,5 kW,352,
2.5,42.2905087,-71.4038915,213251556,1392,758,100,5 kW,352,
1,42.3100029,-71.401665,213250405,1212,1286,100,5.5 kW,388,
1,42.2804371,-71.4397926,213266337,1353,1462,100,5 kW,352,
1,42.2981156,-71.4041003,213251654,1375,2784,100,4.75 kW,335,
2,42.3021809,-71.4479788,213268591,1150,1656,100,6 kW,423,
1.75,42.2713354,-71.4381228,213265941,1303,828,100,5.25 kW,370,
2,42.302368,-71.4436422,213267624,1198,969,100,6.5 kW,458,
1,42.3056199,-71.4152559,213257450,1338,1357,100,5 kW,352,
1.75,42.3125487,-71.4018737,213250547,1311,1128,100,5 kW,352,
2.5,42.2730641,-71.4161836,213257853,1268,863,100,5.5 kW,388,
1,42.3043296,-71.4191058,213258883,1309,1128,100,5 kW,352,
1,42.3127932,-71.4027783,213250855,1128,1286,100,6 kW,423,
1.75,42.3141216,-71.4681305,213271393,1345,2696,100,5 kW,352,
1,42.2696999,-71.4023144,213250706,993,934,100,8 kW,564,
2,42.2807906,-71.4115423,213255149,1430,793,100,4.75 kW,335,
1,42.3094035,-71.4105247,213254608,1419,775,100,4.75 kW,335,
1,42.2867079,-71.4431067,213267432,1138,1163,100,6.5 kW,458,
2,42.264327,-71.4300523,213263576,1372,1621,100,5 kW,352,
1,42.3128984,-71.4060717,213252465,1253,1286,100,5.5 kW,388,
1,42.3081962,-71.4551445,213269872,1256,1533,100,5.25 kW,370,
2.75,42.2659203,-71.4266664,213262752,1277,1269,100,5.25 kW,370,
1,42.2907227,-71.4089476,213253875,1484,2925,100,4.5 kW,317,
2,42.2854347,-71.4084258,213253699,1148,599,100,6.75 kW,476,
1,42.3005602,-71.4573243,213270215,1113,1251,100,6.25 kW,440,
1.5,42.3137449,-71.4282434,213263183,1124,564,100,7 kW,493,
1.75,42.2712301,-71.4256923,213262301,1520,705,100,4.25 kW,300,
2,42.3036887,-71.4658116,213271214,1180,863,100,6 kW,423,
1,42.3060744,-71.46071,213270849,1342,1409,100,5 kW,352,
1,42.304513,-71.4678522,213271377,1312,1462,100,5.25 kW,370,
2,42.3039202,-71.4126584,213255709,1351,1039,100,5 kW,352,
1,42.3103322,-71.4188507,213258734,1044,1321,100,7.25 kW,511,
2,42.2883751,-71.4795392,213272335,1350,1409,100,5 kW,352,
1,42.2883451,-71.4771276,213272147,1396,1198,100,5.25 kW,370,
2,42.2712722,-71.396145,213248992,1457,564,100,4.75 kW,335,
2,42.2963278,-71.418758,213258816,1367,810,100,4.75 kW,335,
2.5,42.2723982,-71.4277796,213263049,1425,564,100,5.5 kW,388,
2,42.2714898,-71.3974438,213249176,1390,1233,100,4.75 kW,335,
1,42.3011799,-71.4091795,213254057,1306,899,100,5.25 kW,370,
2,42.2882406,-71.4084026,213253633,1182,423,100,6 kW,423,
2.5,42.2711981,-71.4154879,213257579,1362,546,100,5.25 kW,370,
2,42.2889462,-71.4107605,213254736,1285,652,100,5.5 kW,388,
2.5,42.2657074,-71.4204974,213259667,1499,546,100,5.5 kW,388,
1,42.2980878,-71.4043786,213251741,1383,2467,100,5.25 kW,370,
1,42.2669705,-71.4278259,213263075,1459,1198,100,4.75 kW,335,
2,42.2984734,-71.4388185,213266108,1018,669,100,8 kW,564,
1,42.2997447,-71.4441988,213267718,1098,529,100,6.5 kW,458,
2,42.2927116,-71.4544488,213269754,1199,1462,100,6 kW,423,
2.5,42.2672621,-71.4257851,213262316,1486,1075,100,4.5 kW,317,
2.5,42.2679131,-71.4185492,213258643,1331,1515,100,5 kW,352,
2,42.272865,-71.4363603,213265289,1519,934,100,4.25 kW,300,
1.75,42.3018335,-71.4093261,213254119,1234,740,100,5.5 kW,388,
1,42.2804847,-71.4010457,213250231,1400,1374,100,4.75 kW,335,
2,42.3017592,-71.4472367,213268379,1164,1339,100,6 kW,423,
1,42.3060895,-71.4045234,213251799,1487,1092,100,4.5 kW,317,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
1,42.2730945,-71.4486513,213268701,1170,1339,100,5.75 kW,405,
2,42.3152439,-71.4737421,213271793,1267,1533,100,5.5 kW,388,
1,42.2879599,-71.4264755,213262682,1394,1286,100,4.75 kW,335,
1,42.3112274,-71.4319926,213264066,1228,863,100,5.5 kW,388,
1.75,42.2916235,-71.4345166,213264719,1098,758,100,6.5 kW,458,
2,42.2678128,-71.4246255,213261901,1015,493,100,7 kW,493,
2.75,42.2834153,-71.4188739,213258847,1442,1956,100,4.5 kW,317,
3,42.3095251,-71.3837411,213247394,1365,5973,100,4.75 kW,335,
2,42.3063217,-71.4198944,213259239,1089,1427,100,6.5 kW,458,
2,42.2697004,-71.4243097,213261815,1334,1392,100,5 kW,352,
1,42.2922186,-71.4383547,213265966,1364,1039,100,5 kW,352,
1.75,42.2873172,-71.4072777,213252937,1372,1092,100,5 kW,352,
2,42.304044,-71.4122873,213255502,1286,1445,100,5.25 kW,370,
1.75,42.3108716,-71.4024852,213250732,1227,317,100,4.5 kW,317,
1,42.3063889,-71.4188507,213258821,1317,969,100,5 kW,352,
2,42.2830173,-71.4657188,213271216,1306,1850,100,5 kW,352,
1,42.3095428,-71.4585302,213270357,1290,1709,100,5.25 kW,370,
2,42.3091194,-71.4666928,213271291,1333,1145,100,5.25 kW,370,
2,42.2912717,-71.4033929,213251118,1409,352,100,5 kW,352,
1,42.2693356,-71.425913,213262482,1446,6695,100,4.5 kW,317,
1,42.3106494,-71.4270838,213262841,1408,1075,100,4.75 kW,335,
1,42.3103045,-71.3970263,213249114,1074,493,100,6.75 kW,476,
2,42.3127898,-71.4623796,213270978,1488,1216,100,5 kW,352,
2,42.2831339,-71.4082982,213253531,1357,282,100,4 kW,282,
2.75,42.3034392,-71.444709,213267765,1465,687,100,4.75 kW,335,
2,42.3021202,-71.4234052,213261498,1301,2149,100,5.25 kW,370,
2,42.2917317,-71.4818116,213272686,1332,1639,100,5 kW,352,
1.5,42.2721134,-71.3945562,213248712,1354,458,100,6 kW,423,
1.75,42.2689342,-71.4219816,213260579,1347,599,100,5.25 kW,370,
1,42.2984473,-71.4196393,213259161,1353,10377,100,4.75 kW,335,
1,42.3149567,-71.4379373,213265866,1283,1498,100,5.5 kW,388,
2.5,42.2700928,-71.420451,213259629,1464,511,100,6.25 kW,440,
2,42.3149568,-71.4812783,213272636,1245,1691,100,5.5 kW,388,
2,42.2736046,-71.411406,213255022,1288,740,100,6 kW,423,
1,42.2712397,-71.401062,213250347,1378,2326,100,4.75 kW,335,
2,42.2923717,-71.4559793,213269994,1319,1445,100,5.25 kW,370,
1,42.3108841,-71.3969336,213249091,1395,1603,100,4.75 kW,335,
1.85,42.28997,-71.4066747,213252637,1209,705,100,6.25 kW,440,
1,42.296704,-71.4571852,213270189,1181,758,100,6.25 kW,440,
2,42.2833504,-71.4025347,213250771,1323,458,100,5.25 kW,370,
1,42.2781947,-71.4165892,213257991,1412,3066,100,4.5 kW,317,
2,42.2933643,-71.4327425,213264243,1429,775,100,4.75 kW,335,
2.5,42.2980251,-71.4330208,213264338,1382,1057,100,5 kW,352,
1,42.3121095,-71.3863804,213247676,1317,8915,100,5 kW,352,
1.75,42.293676,-71.4076952,213253165,1275,775,100,5.5 kW,388,
2,42.2880065,-71.4241487,213261803,1485,1075,100,4.5 kW,317,
2,42.289926,-71.4083562,213253581,1462,617,100,4.75 kW,335,
1,42.2969164,-71.4443669,213267731,1500,1409,100,4.25 kW,300,
1.75,42.3153132,-71.4389577,213266115,1247,1868,100,5.5 kW,388,
2.5,42.2696054,-71.4177607,213258450,1495,581,100,6 kW,423,
1.75,42.2906571,-71.4059441,213252343,1288,687,100,6 kW,423,
